query,platform,Unnamed: 2,label
"https://www.youtube.com/watch?v=Poq4JMCi2rM21 Feb 2026, 22:28:53 GMT+05:30",YouTube,,1
"the way Genelia is scolding her son #genelia #riteshdeshmukh #shorts #ytshorts #trending #viral #ytcelebrities Edits21 Feb 2026, 22:28:46 GMT+05:30",YouTube,,1
"Cup Tower!!! 💯🔥 S11 EP5Futza 21 Feb 2026, 22:28:45 GMT+05:30",YouTube,,1
"Smriti talk about rohit sharma daughter#smriti #harman #cricket #shrots  #trendingShorts Motivation 21 Feb 2026, 22:28:44 GMT+05:30",YouTube,,1
"Kishore Mondal & Sachet Parampara Live singing performance 💝""Ja Ranjhan"" Song | FactsbyseriesFactsby Series21 Feb 2026, 22:28:42 GMT+05:30",YouTube,,1
"Virat அண்ணா...கத்திய சிறுவன் 💔 காது கொடுத்து கேட்ட Kohli...சிறுவனுக்கு கிடைச்ச Ultimate GiftBehindwoods TV21 Feb 2026, 22:28:08 GMT+05:30",YouTube,,1
"Ye Kaisa Ishq Hai #shortvideo #AajabsaisqhhaiDJ PANKAJ STALYE21 Feb 2026, 22:28:06 GMT+05:30",YouTube,,0
"Unke dada-dadi ki zaruraton ke liyeHarsha Sai - For You Hindi21 Feb 2026, 22:28:00 GMT+05:30",YouTube,,0
"Afghan Jalebi 😇⭐ || #aestheticstatus #lyricsstatus #viral #tranding #whatsappstatus #hindistatusSagar Editz 21 Feb 2026, 22:27:58 GMT+05:30",YouTube,,1
"Everyone loves Smriti ❤️ #indiancricketteam #love #smiritimandhana #hardikpandya #smile #viratkohliBeingHarshiit21 Feb 2026, 22:27:48 GMT+05:30",YouTube,,1
"Now she replied to all haters 😁❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 21 Feb 2026, 22:27:36 GMT+05:30",YouTube,,1
"Jeene Laga hoon Pahle se jyada #shortvideo #jeenelagahoonDJ PANKAJ STALYE21 Feb 2026, 22:27:33 GMT+05:30",YouTube,,1
"hye hye ma mar java va ma tere bin#radhe #radhe #lovestatus 💖💖radhe radhe 143 🌺🌺21 Feb 2026, 22:27:32 GMT+05:30",YouTube,,1
"Christmas cake 🍰 kosam , me and my frd😂✨ #happychristmas #december25 #like #share #subscribeRajesh Dancer 21 Feb 2026, 22:27:30 GMT+05:30",YouTube,,1
"From heartbreak to headlines — that’s queen energy 👑♥️🏏 #SmritiMandhana #QueenEnergy #rcb #Cricketaashra21 Feb 2026, 22:27:17 GMT+05:30",YouTube,,1
"❤️‍🩹 | Krish And Krishna India's Got Talent New Episode | ✨Chonk Style21 Feb 2026, 22:27:00 GMT+05:30",YouTube,,1
"He didn’t even touch her🫴💖|| Couple Dance || Girl And Boys Dance || WhatsApp (Lyrics) Status |It’s Charming21 Feb 2026, 22:26:59 GMT+05:30",YouTube,,1
"Iriya vs Varunavi🤣: The Ultimate Comedy War! 😂🔥Sudheer Reaction to these Punches!😂#funny #hilariousEditorsClub21 Feb 2026, 22:26:58 GMT+05:30",YouTube,,0
"Dil lagan Mana tha #song #shortsEvergreen Songs By Ravi 21 Feb 2026, 22:26:56 GMT+05:30",YouTube,,1
"Ye Tune Kya Kiya ❤️‍🩹~ | Credit By - Ronit | #shots #singingcover #aestheticlyrics #explore #vibe4x_lyrics_21 Feb 2026, 22:26:54 GMT+05:30",YouTube,,1
"Inkaar Ke Bahne Ki Bar Kerte || Dil Lgana Mna Tha || #kishormandal #shorts #statusJunior Lyricss 21 Feb 2026, 22:26:47 GMT+05:30",YouTube,,1
"Sidnaz 🥺💔 #emotional #shenazgill #sidharthshukla #sidnaaz #viral #love #memories#incompletelove#fypYash Rajpoot 21 Feb 2026, 22:26:43 GMT+05:30",YouTube,,1
"“Sanju Rathore’s shaky shaky Live Performance Set the Stage on Fire!” #bollywoodSyrax21 Feb 2026, 22:26:41 GMT+05:30",YouTube,,1
"Tumse Dil Jo Lagaya 🎉 Mind Blowing Real Voice #krish #kishore #hindisong #shortsRafiqul Music21 Feb 2026, 22:26:30 GMT+05:30",YouTube,,1
"Zudio Footwear Cuttack#wow#zudio#cuttack#footware#shortvideoLittle Moments21 Feb 2026, 22:26:25 GMT+05:30",YouTube,,1
"తమ కుటుంబం కోసం ఇంత కష్టాన్ని మోస్తున్నారో చూడండి #movie #moviemaking #telugu #stuntman #ytIamDeku21 Feb 2026, 22:26:24 GMT+05:30",YouTube,,1
"భర్త తో కలిసి శ్రీవారి దర్శనానికి వచ్చిన వరలక్ష్మీ శరత్ కుమార్#varalakshmi #Shorts #tirumalatirupatiCinema Bandi21 Feb 2026, 22:26:21 GMT+05:30",YouTube,,1
"Our culture is the best 💘vibex21 Feb 2026, 22:26:18 GMT+05:30",YouTube,,1
"Anil Ravipudi, Venkatesh crazy dance steps to chiranjeevi hook step songEternal Tollywood21 Feb 2026, 22:26:17 GMT+05:30",YouTube,,1
"Dil Lgana Mna Tha || Kishore Mondal || #song  #music #shorts #kishormandalJunior Lyricss 21 Feb 2026, 22:25:57 GMT+05:30",YouTube,,1
"Tom&Jerry🥰Valentines day special ❤️|#sangeeth #shortsSangeeth Kumar21 Feb 2026, 22:25:55 GMT+05:30",YouTube,,1
"పెళ్లి అంటే ఆడపిల్ల తండ్రి ఆవేదన #familytime #emotional #father #fatherlove #marriage #telugu 😭😭❤️ TEJARANI Family 21 Feb 2026, 22:25:53 GMT+05:30",YouTube,,1
"Jaidyn Alexis Valentine shopping with children@TopStreams4Life21 Feb 2026, 22:25:52 GMT+05:30",YouTube,,0
"యేసు శిలువకు వెళ్ళే మార్గం|Jesus’ Path to the Cross #Jesus #Cross #Christ #Faith #Inspiration#ShortsHoly Bible Story Telugu 21 Feb 2026, 22:25:51 GMT+05:30",YouTube,,0
"Vaaradhi farms | #vaaradhifarms #hyderabadVero Taste21 Feb 2026, 22:25:50 GMT+05:30",YouTube,,1
"లీటర్ కి రెండు కాయలే పడుతున్నాయి 😍 || Edhi Yaaparam || Pavan Kumar Undamatla ||Edhi Yaaparam 21 Feb 2026, 22:25:48 GMT+05:30",YouTube,,1
"This Simple Soil Trick Keeps Homes Cooler in Summer ☀️🌿 | Sustainable Living IndiaLife on roads21 Feb 2026, 22:25:46 GMT+05:30",YouTube,,0
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsDipika ki jaan21 Feb 2026, 22:25:45 GMT+05:30",YouTube,,0
"Loki Dance🧡 #viral #trending #dance #ytshortsLoki Anji Entertainment21 Feb 2026, 22:25:45 GMT+05:30",YouTube,,0
"fruits harvesting in my garden #fruits #mygarden #organicfarming #gardening #shorts #viralvideomahi sowji gardening and vlogs21 Feb 2026, 22:25:44 GMT+05:30",YouTube,,1
"manisha rani and abhishek congratulations 😲❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 21 Feb 2026, 22:25:41 GMT+05:30",YouTube,,1
"Have you tried FOKUS ?! 😍❤️ #fokus #triggeredinsaan #shortsfeed || @ytobsessedyt obsessed 21 Feb 2026, 22:25:39 GMT+05:30",YouTube,,1
"Sunday non veg hit🔥 veg flop 😂#telugu #youtube #shortvideo #ytshortsBhanu Chandar21 Feb 2026, 22:25:38 GMT+05:30",YouTube,,1
"let's grow the sweet corns 😋🏡👍#organic #harvest #gardeningorg foodie gardener ranga21 Feb 2026, 22:25:37 GMT+05:30",YouTube,,2
"Google Cloud: Your one-stop shop for AI and everything cloud21 Feb 2026, 22:25:36 GMT+05:30",YouTube,,0
"What’s their favourite? | Vaaradhi Farms | Nethra | Organic Tiffins HyderabadVaaradhi Farms21 Feb 2026, 22:25:35 GMT+05:30",YouTube,,1
"Aakukurala sampadhana 😍| Vaaradhi Farms |Vaaradhi Farms21 Feb 2026, 22:25:31 GMT+05:30",YouTube,,1
"She called her back the moment she was free 💓☺... #mouniroy #deepikapadukone #aishwaryaraibachchanFilmy Beats 21 Feb 2026, 22:24:37 GMT+05:30",YouTube,,0
"Brother Sister Bonding ❤️‍🩹💯#emotional #brothersister #love #brother #sister #trending #exploreNajis Parvin21 Feb 2026, 22:24:35 GMT+05:30",YouTube,,1
"Varshini ni chusthe badhaga undhi 🙂#telugu #comedy #youtube #shortvideo #ytshortsBhanu Chandar21 Feb 2026, 22:24:34 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsDipika ki jaan21 Feb 2026, 22:24:28 GMT+05:30",YouTube,,0
"🤭Jealous at its peak, Even he took her mom’s name|| #funny #storiesbyvihaa #comedy #trendingViha Dikonda21 Feb 2026, 22:24:08 GMT+05:30",YouTube,,1
"Varshini farewell ki jewels konesam💍❤️ #ishqyouall #swv #telugu #youtube #shortsSoundarya with Varshini - Telugu21 Feb 2026, 22:24:04 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=CMGK4LhZux821 Feb 2026, 22:24:04 GMT+05:30",YouTube,,1
"Mohabbat hai Ramzan #youtubeshorts #sayyadkitchen #roza #ramadan #ytshorts #dailyvlog #viralvideosayyad kitchen 21 Feb 2026, 22:24:03 GMT+05:30",YouTube,,0
"మీ చిరు తాతయ్య కుమ్మేసాడు అని చెప్తున్న నాగబాబు భార్య | Naga Babu Wife At AMB Theater | Aruna MediaAruna Media21 Feb 2026, 22:24:00 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=fyHuQJsBss021 Feb 2026, 22:23:59 GMT+05:30",YouTube,,1
"The way she immediately set her pallu ❤️🥰#kajol#nysadevgan#durgapuja2025#viralsongs#trendingshortsObsessed with LOL clips21 Feb 2026, 22:23:58 GMT+05:30",YouTube,,1
"పవన్ కళ్యాణ్ నారా లోకేష్ భార్య యోగ చేస్తున్నారు#india #meeshreyaMee Shreya 21 Feb 2026, 22:23:56 GMT+05:30",YouTube,,1
"Sanjay Dutt Waits For Shilpa Shetty! 😂📸#shilpashetty #sunjaydutt #funny #trending #bollywoodBollywoodsta.21 Feb 2026, 22:23:55 GMT+05:30",YouTube,,0
"గిరిజనులకు హాస్పిటల్ కట్టించిన డా. ప్రకాశ్ ఆమ్టే కాళ్లు మొక్కిన బ్రహ్మానందం | Brahmanandam RespectArVa Voice21 Feb 2026, 22:23:53 GMT+05:30",YouTube,,1
"that's Reason choose to him ☺❤😆👉🏻||#trendingshorts #vikykaushal #katrinakaif #viralshort #shortsSayra 21 Feb 2026, 22:23:52 GMT+05:30",YouTube,,0
"Namo Venkateshaya 🙏🏻 || tirumala || positive vibesLasya Talks21 Feb 2026, 22:23:51 GMT+05:30",YouTube,,1
"CHANEL X SHINY VIRAL DANCE TREND 🔥 #shorts #dance #couple #trendJasmin and James21 Feb 2026, 22:23:49 GMT+05:30",YouTube,,1
"అఖిల్ పెళ్లయిన తర్వాత హీరోయిన్ తో డాన్స్ ఎలా వేస్తున్నాడో చూడండి...Akhil With Bhagyashree Dance LiveSSP TV21 Feb 2026, 22:23:47 GMT+05:30",YouTube,,1
"విజయ నిర్మల గారి బర్త్డే లో అన్ని దగ్గరుండి చూసుకుంటున్న పవిత్ర గారు! #pavithralokesh #shorts #ytYM Media21 Feb 2026, 22:23:43 GMT+05:30",YouTube,,1
"TRIGGERED INSAAN VS ELVISH YADAV VIDEO VIEWS DIFFERENT🤣#ytshorts #triggardinsaan #funny #fukrainsaanMR. TARZEN YT21 Feb 2026, 22:23:41 GMT+05:30",YouTube,,0
"ఇద్దరు మళ్ళీ కలిసిపోయారు🥺 త్వరలో పెళ్ళి #nikhil#kavya#shorts#love#millionviews#latesupdates#viralmemes pila Sri 21 Feb 2026, 22:23:39 GMT+05:30",YouTube,,1
"Kiara Advani Ignore Kartik Aaryan but tables turned?#shortsfeed#kiaraadvani#kartikaaryan#viralshortsAaryaedits💗21 Feb 2026, 22:23:26 GMT+05:30",YouTube,,1
"ఉపాసన అమ్మగారు60 ఏళ్ల వయసులో 600KM👌🙀🏅#ytshorts #trending #viral హైద్రాబాద్ TO చెన్నై సైకిల్ మీదKavya Tho Muchatluuu21 Feb 2026, 22:23:25 GMT+05:30",YouTube,,1
"She made me the most happiest person❤️ #love #emotional #youtube #shorts #trending #proposalBhanu Chandar21 Feb 2026, 22:22:55 GMT+05:30",YouTube,,1
"కబడ్డీ కోర్ట్ గీసే..సున్నం పెయింట్ ట్రిక్ #facts #intrestingfacts #telugu #explore #cookingSreeyan Media21 Feb 2026, 22:22:53 GMT+05:30",YouTube,,1
"🥰सेंड पर लिखा महादेव जी का नाम 🔱 #mahadev #mahadevstatus #shivratri #bholenath #viralshorts #artArtist Dinesh Jeengar21 Feb 2026, 22:22:44 GMT+05:30",YouTube,,1
"Stop Making This Power BI Portfolio Mistake! 🛑 #dataanalytics #businessintelligence #shortsMetricly_21 Feb 2026, 22:22:43 GMT+05:30",YouTube,,0
"Akira Nandan Dancing — Pawan Kalyan Proud Moments ❤️ | ArdentPSPKFansArdent PSPK Fans™21 Feb 2026, 22:22:40 GMT+05:30",YouTube,,1
"Real wedding hits different 😱❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 21 Feb 2026, 22:22:33 GMT+05:30",YouTube,,1
"నాగబాబు గారి ఇల్లు చూసి షాక్ అయినా సుమ | Suma | Naga Babu | SSP TVSSP TV21 Feb 2026, 22:22:32 GMT+05:30",YouTube,,1
"Disha PaatniAdformation Mine21 Feb 2026, 22:22:20 GMT+05:30",YouTube,,1
"Kannur Cocktail 🍹✨Midhun Sadanandan21 Feb 2026, 22:22:19 GMT+05:30",YouTube,,0
"ఉపాసన గారు బాగా సమాధానం చెప్పారు#ramcharannewsindia21 Feb 2026, 22:22:13 GMT+05:30",YouTube,,2
"Pariwaram shooting lo aandhariki ki food pettina #sreemukhi #mukkuavinash #entertainment #comedyMukku Avinash21 Feb 2026, 22:22:09 GMT+05:30",YouTube,,0
"Payal Zaida ka bond🥰 || Sooo cute zaidaaa😘Malik Family Moments | Fan Edits by Niks21 Feb 2026, 22:22:05 GMT+05:30",YouTube,,0
"https://www.youtube.com/watch?v=rz7prdGcDik21 Feb 2026, 22:22:04 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=pz81rMRrILU21 Feb 2026, 22:22:03 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsDipika ki jaan21 Feb 2026, 22:21:54 GMT+05:30",YouTube,,0
"బేబీ బంప్ తో కనిపించిన శోభితా #shobithadhulipala#nagachaitanya#nagarjuna#shorts#viral#millionviewsmemes pila Sri 21 Feb 2026, 22:21:52 GMT+05:30",YouTube,,0
"Would You Go On This Date?😬❤️ #shortsPretty Romantic21 Feb 2026, 22:21:50 GMT+05:30",YouTube,,1
"వరలక్ష్మిని చూడడానికి వచ్చే ఫ్యాన్స్ నితిన్నారా లేదా అని ఎలా అడుగుతుందో చూడండి|Varalakshmi visuals|SSP TV21 Feb 2026, 22:21:49 GMT+05:30",YouTube,,1
"తల్లి పాదాల ప్రతిరూపం ని దేవుడు కంటే ఎక్కువ గా చూసుకుంటున్న నరేష్ గారు! #naresh #naveen #shorts #ytYM Media21 Feb 2026, 22:21:47 GMT+05:30",YouTube,,1
"Cake safe rakhne ka hack 🙈Aaj ki bahu #Shorts #saasbahucomedyLittleGlove21 Feb 2026, 22:21:46 GMT+05:30",YouTube,,1
"Varshini school farewell ki saree theeseskundhi😌🥻 #ishqyouall #swv #telugu #youtube #shortsSoundarya with Varshini - Telugu21 Feb 2026, 22:21:41 GMT+05:30",YouTube,,1
"Pottery kosam fight 😂#telugu #youtube #shortvideo #ytshorts #telugushortsBhanu Chandar21 Feb 2026, 22:21:40 GMT+05:30",YouTube,,1
"A viral video that has moved millions this February 2026 young woman in Bengaluru  future togetherDaily Fitness Tips21 Feb 2026, 22:21:39 GMT+05:30",YouTube,,0
"Trying alone hurts the most.😥💔 #ankitalokhande #vickyjain #love #shortsfeed #viral #trending #reelsShorts kingdom 21 Feb 2026, 22:21:35 GMT+05:30",YouTube,,0
"రామ్ చరణ్ గారు తన కొడుకుకి కాటుక ఎందుకు పెడుతున్నాడు తెలుసా#ramcharannewsindia21 Feb 2026, 22:21:34 GMT+05:30",YouTube,,2
"ALIA BHATT 'S FIRST EVER MET GALA LOOK! COMMENT DOWN YOUR OPINIONS ABOUT HER OUTFIT#edit #bollywoodkichumichu21 Feb 2026, 22:21:31 GMT+05:30",YouTube,,1
"విజయ్ ఆంటోని భుజం మీద చేయి వేసి స్టేజి మీదకి తీసుకొస్తున్న మంచు లక్ష్మి|Manchu Lakshmi with Vijay|SSP TV21 Feb 2026, 22:21:28 GMT+05:30",YouTube,,1
"BAAP BETA FAIL HO GAYE 😂😂#bhartisingh #shortsTannu.kairav vlogs21 Feb 2026, 22:21:26 GMT+05:30",YouTube,,0
"Sab aao khana Khao 🤣#shoaibibrahim #dipikakiduniya #shorts # ruhaan kaPinki Bagani 21 Feb 2026, 22:21:25 GMT+05:30",YouTube,,0
"support 🥹BENGALI BABU 23 21 Feb 2026, 22:21:24 GMT+05:30",YouTube,,1
"Prerna di and Ruchika same moment 😱❤️@triggeredinsaan  #liveinsaan #shortsTriggered Anaya 21 Feb 2026, 22:21:23 GMT+05:30",YouTube,,1
"Harsh ❎ Asher ✅ new car👀😍!!! #ytshorts #shortsFlashback Edits21 Feb 2026, 22:21:22 GMT+05:30",YouTube,,1
"🎀#ruchikarathore#triggeredinsaan#youtubeshorts#trend#short#viral#farrhanabhatt@triggeredinsaanNischay ki ruchika21 Feb 2026, 22:21:20 GMT+05:30",YouTube,,1
"పాపను దూరంగా కూర్చో అంటే వెంటనే పవన్ రియాక్షన్ సూపర్👌😍#pawankalyanDelhi PSPK21 Feb 2026, 22:21:19 GMT+05:30",YouTube,,1
"Aishwarya Arjun తెలుగులో డైలాగులు చెప్పిన విధానం చూస్తే ఆశ్చర్యమే 😍🔥ManaDailyCulture21 Feb 2026, 22:21:18 GMT+05:30",YouTube,,0
"princess of her new home 😱❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 21 Feb 2026, 22:21:17 GMT+05:30",YouTube,,1
"మర్చిపోయిన 🙆‍♂️ yashu….? #viral #comedy #minivlog #family #shorts #reels #ytshortsU Turns Creations21 Feb 2026, 22:21:16 GMT+05:30",YouTube,,1
"Bts ❌ Struggle ✅Shikhas Family21 Feb 2026, 22:21:14 GMT+05:30",YouTube,,1
"❤️💙 Who will they have... Gender Reveal 🤪 #babyshower #babyshowerGENDER REVEAL PARTY21 Feb 2026, 22:21:10 GMT+05:30",YouTube,,1
"her wellpear so adorable ❤️#bollywood #trending #love #viral #shorts #jahnavikapoor #aliabhattAllIsGood21 Feb 2026, 22:21:09 GMT+05:30",YouTube,,1
"Kitna Pyara Hai Kaju 🧿❤️ #bhartisingh #kaju #shortsfeedCrafty Fever 21 Feb 2026, 22:21:07 GMT+05:30",YouTube,,0
"Sam Aura 😳📸 Everywhere Crazy 😧 #samantha #aura #bulgaria #ceo #viralshorts #shortsSSQueen-321 Feb 2026, 22:21:06 GMT+05:30",YouTube,,1
"Kajal & Her Papa’s Moment Feels So Relatable 🤌🏻🫶🏼 #kajalagarwal #viral #aliabhatt #bollywood #shortsThe Filmy Folk21 Feb 2026, 22:21:05 GMT+05:30",YouTube,,1
"Maa aavida kitchen takeover cheskoni vantalu adharakottesindhi ❤️🫶🏻#youtube #youtubeshorts #teluguBhanu Chandar21 Feb 2026, 22:21:04 GMT+05:30",YouTube,,1
"feeling sad for Taimur 😭💔#parents #bollywoodNana's edit 21 Feb 2026, 22:21:03 GMT+05:30",YouTube,,0
"Asher 1st day of school 🏫#nischaymalhan #ruchikarathore #prernamalhan @triggeredinsaanInsaan Tejas21 Feb 2026, 22:21:00 GMT+05:30",YouTube,,1
"Aishwarya felt jealous when Abhishek hugs Athiya & Diana#shortsfeed#aishwaryaraibachchan#viralshortsAaryaedits💗21 Feb 2026, 22:20:58 GMT+05:30",YouTube,,0
"dhoolpet manja making #kiteflying #kite #minivlogsbg_daily121 Feb 2026, 22:20:55 GMT+05:30",YouTube,,0
"రోషన్ శ్రీదేవి సినిమా ప్రమోషన్ లో ఇద్దరు స్టేజి మీద డాన్స్ ఇరగదీశారు|Roshan Sridevi dance visuals|SSP TV21 Feb 2026, 22:20:53 GMT+05:30",YouTube,,1
"#sitara #hand #jewellery #trendingtelugu bharati 21 Feb 2026, 22:20:52 GMT+05:30",YouTube,,1
"What do you think about her dress?#urfijaved #jannatzubair #bollywood #viralvideo #shorts #Dm_lineDm_line21 Feb 2026, 22:20:51 GMT+05:30",YouTube,,0
"Kriti Sanon hold her sister canopy 💗🧿✨#shorts #ytshorts #wedding #viralshorts #idol_editzzEverything _you21 Feb 2026, 22:20:50 GMT+05:30",YouTube,,1
"రానాకి రజనీకాంత్ కూతురు ఇచ్చే రెస్పెక్ట్ చూడండి | Rajinikanth Daughter Respect To Rana | ShortsArVa Voice21 Feb 2026, 22:20:49 GMT+05:30",YouTube,,1
"When a Gifted Saree Steals the Spotlight 🤌🏻 #DeepikaPadukone #RiddhiKumar #saree #viral #shortsBeats On Music21 Feb 2026, 22:20:44 GMT+05:30",YouTube,,1
"Kya Alia ne Ananya ko ignore Kiya⁉️🥺 #aliabhatt #bollywood #vickykaushal #ananyapandey #shortsTeam bollywood 24×721 Feb 2026, 22:20:34 GMT+05:30",YouTube,,1
"#why #vijay #keeping #distance #with #her #new #viralshort #videoTollywood trendz21 Feb 2026, 22:20:31 GMT+05:30",YouTube,,1
"Both being the cutest..!🥰😘 #shorts #edit #karismakapoor #karinakapoor #bluesongpinkenedits21 Feb 2026, 22:20:30 GMT+05:30",YouTube,,1
"the way he protected her ❤️ #bollywood #katrinakaif #ishaan #shortsDone_edits21 Feb 2026, 22:20:27 GMT+05:30",YouTube,,0
"Alia is so desi mom coded....🤩 #cutebaby #ytshorts #funny #shorts #trending #shortsfeed #viralshortsLittle_Explorers00🦋21 Feb 2026, 22:20:27 GMT+05:30",YouTube,,0
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsDipika ki jaan21 Feb 2026, 22:19:56 GMT+05:30",YouTube,,0
"Power of Indian Army 💪 #shorts #edit #bollywood #vijaydevarakonda #armySisumati Lakra21 Feb 2026, 22:19:54 GMT+05:30",YouTube,,1
"✅ Parineeti Chopra and his husband #raghavchadha #raghav #parineetichopra #congress #bollywoodRaj Indians 21 Feb 2026, 22:19:52 GMT+05:30",YouTube,,1
"When Your Mother is your School Teacher 😢🫂❤️ || #mother #love #emotional #shortsfeed #shorts𝐓𝐫𝐮𝐞𝐄𝐦𝐨𝐭𝐢𝐨𝐧𝐬 21 Feb 2026, 22:19:51 GMT+05:30",YouTube,,1
